#SampleID	anonymized_name	env_feature	env_material	latitude	longitude	calcium	ch4_flux	co2_flux	co2_ch4_flux_units	conductivity	conductivity_units	elevation_m	exchange_capacity	exchange_capacity_ions	k_na_ca_mg_h_units	hydrogen	magnesium	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_nh4	soil_no3	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	microbial_biomass_carbon	microbial_biomass_carbon_units	microbial_biomass_nitrogen	microbial_biomass_nitrogen_units	per_gram_dry_soil_per_hour	per_gram_dry_soil_per_hour_units	percent_base_saturation	ph	potassium	potential_exchange_capacity	potential_exchange_capacity_ions	potential_net_n_mineralization	potential_net_n_mineralization_units	potential_net_nitrification	potential_net_nitrification_units	respiration	respiration_units	sodium	conductivity_category
10156.3S1.fastq.gz	3S1	freshwater wetland	soil	43.1694667	-75.9344667	18.1	NA	NA	ug C/g soil/day	NA	mS/cm	113	20.52	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.87	0.9376	1.4654	2.403	0.303596734	3.345636013	3.649232747	ug N/g dry soil	0.10019	254.3028893	ugC/g soil	2.903881552	ug N/g dry soil	28.983	ng N/g soil/hour	100	7.38	0.47	20.52	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.118239112	ug-N/g dry soil/day	0.089804326	ug-N/g dry soil/day	8.331729497	ug C/g soil/day	0.08	NA
10156.3S2.fastq.gz	3S2	freshwater wetland	soil	43.1694667	-75.9344667	18.97	NA	NA	ug C/g soil/day	NA	mS/cm	113	22.02	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.5	0.8277	0.9624	1.79	0.301268337	2.488476463	2.7897448	ug N/g dry soil	0.08902	324.2993872	ugC/g soil	3.006450404	ug N/g dry soil	47.376	ng N/g soil/hour	100	7.38	0.45	22.02	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.014016222	ug-N/g dry soil/day	-0.012564524	ug-N/g dry soil/day	7.875296523	ug C/g soil/day	0.1	NA
10156.3S3.fastq.gz	3S3	freshwater wetland	soil	43.1694667	-75.9344667	15.89	NA	NA	ug C/g soil/day	NA	mS/cm	113	19.56	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.19	0.8806	0.7163	1.597	0.312479109	1.643640111	1.95611922	ug N/g dry soil	0.09805	315.4795143	ugC/g soil	1.922835317	ug N/g dry soil	55.223	ng N/g soil/hour	100	7.33	0.39	19.56	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.067372943	ug-N/g dry soil/day	0.027214367	ug-N/g dry soil/day	7.274408526	ug C/g soil/day	0.09	NA
10156.3S4.fastq.gz	3S4	freshwater wetland	soil	43.1694667	-75.9344667	16.44	NA	NA	ug C/g soil/day	NA	mS/cm	113	19.35	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.35	0.5999	0.9399	1.54	0.568939317	1.757515513	2.32645483	ug N/g dry soil	0.07711	226.1399365	ugC/g soil	1.17514837	ug N/g dry soil	9.63	ng N/g soil/hour	100	7.73	0.46	19.35	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.013981461	ug-N/g dry soil/day	0.042527468	ug-N/g dry soil/day	7.238009361	ug C/g soil/day	0.11	NA
10156.3S5.fastq.gz	3S5	freshwater wetland	soil	43.1694667	-75.9344667	17.7	NA	NA	ug C/g soil/day	NA	mS/cm	113	21.57	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.45	0.5659	0.5232	1.089	0.659123188	0.878830918	1.537954106	ug N/g dry soil	0.07396	140.620066	ugC/g soil	0.507304706	ug N/g dry soil	3.708	ng N/g soil/hour	100	7.35	0.32	21.57	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.054002309	ug-N/g dry soil/day	-0.013547414	ug-N/g dry soil/day	9.700091459	ug C/g soil/day	0.09	NA
10156.3T1.fastq.gz	3T1	freshwater wetland	soil	43.1694667	-75.9344667	16.52	NA	NA	ug C/g soil/day	NA	mS/cm	113	19.93	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.98	0.6744	0.6612	1.336	0.917277242	1.965594089	2.882871331	ug N/g dry soil	0.07531	265.5407087	ugC/g soil	1.51295728	ug N/g dry soil	25.281	ng N/g soil/hour	99	7.25	0.34	20.23	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.025614447	ug-N/g dry soil/day	0.008292246	ug-N/g dry soil/day	6.050657017	ug C/g soil/day	0.09	NA
10156.3T2.fastq.gz	3T2	freshwater wetland	soil	43.1694667	-75.9344667	18.42	NA	NA	ug C/g soil/day	NA	mS/cm	113	21.18	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.27	0.789	1.0837	1.873	0.88713015	3.672045052	4.559175202	ug N/g dry soil	0.1049	155.6412488	ugC/g soil	2.040875602	ug N/g dry soil	41.938	ng N/g soil/hour	95	7.32	0.41	22.18	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.005382606	ug-N/g dry soil/day	0.05499488	ug-N/g dry soil/day	5.820911601	ug C/g soil/day	0.08	NA
10156.3T3.fastq.gz	3T3	freshwater wetland	soil	43.1694667	-75.9344667	20.2	NA	NA	ug C/g soil/day	NA	mS/cm	113	24.78	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	4.12	2.3007	0.0715	2.372	0.325860477	0.325860477	0.651720953	ug N/g dry soil	0.23341	113.840748	ugC/g soil	4.44651114	ug N/g dry soil	69.513	ng N/g soil/hour	80	6.38	0.35	30.9	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.001459112	ug-N/g dry soil/day	-0.000729556	ug-N/g dry soil/day	9.623534656	ug C/g soil/day	0.11	NA
10156.3T4.fastq.gz	3T4	freshwater wetland	soil	43.1694667	-75.9344667	18.63	NA	NA	ug C/g soil/day	NA	mS/cm	113	21.92	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.64	0.8614	0.8662	1.728	0.305601698	2.365357143	2.670958841	ug N/g dry soil	0.09798	202.4106532	ugC/g soil	2.528951614	ug N/g dry soil	17.592	ng N/g soil/hour	100	7.28	0.4	21.92	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.04692031	ug-N/g dry soil/day	-0.173710747	ug-N/g dry soil/day	4.19124734	ug C/g soil/day	0.25	NA
10156.3T5.fastq.gz	3T5	freshwater wetland	soil	43.1694667	-75.9344667	20.89	NA	NA	ug C/g soil/day	NA	mS/cm	113	24.69	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.34	1.3724	0.3434	1.716	0.287159496	2.170925791	2.458085288	ug N/g dry soil	0.14514	120.770031	ugC/g soil	4.418325881	ug N/g dry soil	38.01	ng N/g soil/hour	95	7.24	0.36	26.05	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.01440214	ug-N/g dry soil/day	-0.144889051	ug-N/g dry soil/day	8.919167366	ug C/g soil/day	0.11	NA
10156.4.fastq.gz	4	freshwater wetland	soil	42.0956167	-76.4162083	2.97	0.098446927	10.94706651	ug C/g soil/day	0.071	mS/cm	408.7	3.93	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.3	0.61	1.4625	0.0263	1.489	18.95369362	0.37606535	19.32975897	ug N/g dry soil	0.15202	356.2633351	ugC/g soil	17.13545247	ug N/g dry soil	31.37646528	ng N/g soil/hour	27.6	5.67	0.25	14.23	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.208742595	ug-N/g dry soil/day	0.046689315	ug-N/g dry soil/day	10.94706651	ug C/g soil/day	0.1	low
10156.40.fastq.gz	40	freshwater wetland	soil	42.095215	-76.416199	6.1	0.036084689	14.40455195	ug C/g soil/day	0.083	mS/cm	408.9	8.32	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	12.38	1.97	2.5524	0.0585	2.611	33.93893672	1.004987932	34.94392465	ug N/g dry soil	0.23334	584.7072919	ugC/g soil	41.52032842	ug N/g dry soil	54.74854852	ng N/g soil/hour	40.18	5.73	0.13	20.7	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-2.574449017	ug-N/g dry soil/day	-0.060501252	ug-N/g dry soil/day	14.40455195	ug C/g soil/day	0.12	low
10156.41.fastq.gz	41	freshwater wetland	soil	42.195763	-76.090363	16.4	0.182859437	25.67350456	ug C/g soil/day	0.343	mS/cm	423.2	21.49	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.68	4.22	3.9342	0.1012	4.035	67.34318699	0.303347689	67.64653468	ug N/g dry soil	0.41846	783.2371665	ugC/g soil	121.5651461	ug N/g dry soil	522.2520311	ng N/g soil/hour	66.8	6.55	0.71	32.17	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-6.393876014	ug-N/g dry soil/day	0.301820034	ug-N/g dry soil/day	25.67350456	ug C/g soil/day	0.15	high
10156.42.fastq.gz	42	freshwater wetland	soil	42.195763	-76.090363	11.51	0.027377463	6.825461281	ug C/g soil/day	0.149	mS/cm	423.2	17.05	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	3.84	4.67	0.2447	0.0399	0.2846	0.325491287	0.325491287	0.650982573	ug N/g dry soil	0.06451	293.4360516	ugC/g soil	0.698748337	ug N/g dry soil	1.331917451	ng N/g soil/hour	81.61	7.73	0.7	20.89	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	3.028110747	ug-N/g dry soil/day	2.933364664	ug-N/g dry soil/day	6.825461281	ug C/g soil/day	0.16	low
10156.43.fastq.gz	43	freshwater wetland	soil	42.195763	-76.090363	8.94	0.023764645	17.24092052	ug C/g soil/day	0.227	mS/cm	423.2	12.17	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.04	2.76	0.5686	0.0727	0.6413	1.207905912	0.311315957	1.519221869	ug N/g dry soil	0.07927	237.0651107	ugC/g soil	5.86495332	ug N/g dry soil	39.66523526	ng N/g soil/hour	85.64	7.62	0.36	14.21	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	1.704945867	ug-N/g dry soil/day	0.657706553	ug-N/g dry soil/day	17.24092052	ug C/g soil/day	0.11	low
10156.44.A.fastq.gz	44.A	freshwater wetland	soil	42.195763	-76.090363	0.15	0.033526847	12.35853893	ug C/g soil/day	0.236	mS/cm	423.2	14.55	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2	NA	NA	0.053	0.327	0.301609995	0.301609995	0.60321999	ug N/g dry soil	0.06331	188.5413967	ugC/g soil	1.90096378	ug N/g dry soil	3.963380001	ng N/g soil/hour	87.92	7.8	0.53	16.55	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.337945612	ug-N/g dry soil/day	-0.00035055	ug-N/g dry soil/day	12.35853893	ug C/g soil/day	NA	low
10156.44.fastq.gz	44	freshwater wetland	soil	42.195763	-76.090363	NA	NA	NA	ng N/g soil/hour	NA	mS/cm	423.2	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	NA	NA	NA	ug N/g dry soil	NA	NA	ugC/g soil	NA	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	NA	ug-N/g dry soil/day	NA	ug-N/g dry soil/day	NA	ug C/g soil/day	NA	NA
10156.45.fastq.gz	45	freshwater wetland	soil	42.5832444	-75.9872167	4.1	0.055797757	13.06651912	ug C/g soil/day	0.073	mS/cm	511.4	4.91	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	5.7	0.52	0.7097	0.0492	0.7589	6.686503567	0.588640912	7.275144479	ug N/g dry soil	0.11648	232.5800679	ugC/g soil	2.107082923	ug N/g dry soil	2.127885246	ng N/g soil/hour	46.3	6.57	0.22	10.61	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.035704609	ug-N/g dry soil/day	-0.028335329	ug-N/g dry soil/day	13.06651912	ug C/g soil/day	0.07	low
10156.46.fastq.gz	46	freshwater wetland	soil	42.5828972	-75.9856917	2.21	0.087067539	10.19304573	ug C/g soil/day	0.06	mS/cm	516.9	2.71	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	9.58	0.25	1.194	0.0239	1.218	9.690213884	0.789572983	10.47978687	ug N/g dry soil	0.15234	207.4672347	ugC/g soil	7.450824483	ug N/g dry soil	2.797629029	ng N/g soil/hour	22.08	5.85	0.18	12.29	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.687667578	ug-N/g dry soil/day	0.128082533	ug-N/g dry soil/day	10.19304573	ug C/g soil/day	0.07	low
10156.47.fastq.gz	47	freshwater wetland	soil	42.647281	-75.746508	2.2	0.0666997	33.069358	ug C/g soil/day	0.094	mS/cm	558	2.8	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	20.34	0.38	4.5158	0.0776	4.593	26.50781296	1.779291555	28.28710452	ug N/g dry soil	0.34327	736.3123389	ugC/g soil	77.49104987	ug N/g dry soil	126.3369883	ng N/g soil/hour	12.1	5.06	0.14	23.14	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	NA	ug-N/g dry soil/day	NA	ug-N/g dry soil/day	33.069358	ug C/g soil/day	0.08	low
10156.48.fastq.gz	48	freshwater wetland	soil	42.802425	-75.6153	5.32	0.019660716	6.260008857	ug C/g soil/day	0.109	mS/cm	424.3	6.1	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-0.66	0.51	0.4884	1.0408	1.529	0.784870272	0.23221014	1.017080412	ug N/g dry soil	0.0794	169.5020221	ugC/g soil	1.343529577	ug N/g dry soil	0.565172961	ng N/g soil/hour	112.14	7.96	0.18	5.44	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.111922494	ug-N/g dry soil/day	0.167138221	ug-N/g dry soil/day	6.260008857	ug C/g soil/day	0.08	low
10156.49.fastq.gz	49	freshwater wetland	soil	42.7999944	-75.6174306	22.41	0.780081902	94.86437409	ug C/g soil/day	0.637	mS/cm	425.7	25.63	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.26	2.26	8.9954	0.1576	9.153	17.94724996	0.879767155	18.82701712	ug N/g dry soil	0.76336	1012.227509	ugC/g soil	15.48862609	ug N/g dry soil	454.3270656	ng N/g soil/hour	71.41	7.01	0.48	35.89	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.114210904	ug-N/g dry soil/day	0.036209392	ug-N/g dry soil/day	94.86437409	ug C/g soil/day	0.49	high
10156.4B1.fastq.gz	4B1	freshwater wetland	soil	42.3874194	-76.3046583	2.9	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.57	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.29	2.4026	0.0358	2.438	7.55544191	0.328497474	7.883939385	ug N/g dry soil	0.16821	391.4097685	ugC/g soil	20.7154271	ug N/g dry soil	140.741	ng N/g soil/hour	23	4.54	0.25	15.85	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.590993269	ug-N/g dry soil/day	-0.001215025	ug-N/g dry soil/day	5.662889396	ug C/g soil/day	0.14	NA
10156.4B2.fastq.gz	4B2	freshwater wetland	soil	42.3874194	-76.3046583	4.63	NA	NA	ug C/g soil/day	NA	mS/cm	387	5.33	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.33	2.3891	0.0398	2.429	3.254491611	0.310543093	3.565034704	ug N/g dry soil	0.15492	326.336956	ugC/g soil	23.27074853	ug N/g dry soil	77.928	ng N/g soil/hour	30	5.01	0.24	17.67	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.128228612	ug-N/g dry soil/day	0.322737158	ug-N/g dry soil/day	8.108937982	ug C/g soil/day	0.14	NA
10156.4B5.fastq.gz	4B5	freshwater wetland	soil	42.3874194	-76.3046583	2.34	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.09	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.36	2.0476	0.0283	2.076	3.829467579	0.308330723	4.137798301	ug N/g dry soil	0.13553	281.377718	ugC/g soil	16.27946504	ug N/g dry soil	67.95	ng N/g soil/hour	22	4.64	0.28	13.81	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.160129908	ug-N/g dry soil/day	9.98E-05	ug-N/g dry soil/day	5.233122027	ug C/g soil/day	0.12	NA
10156.4C2.fastq.gz	4C2	freshwater wetland	soil	42.3874194	-76.3046583	4.5	NA	NA	ug C/g soil/day	NA	mS/cm	387	5.11	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.28	0.5164	0.0267	0.5431	2.363988166	0.286891768	2.650879934	ug N/g dry soil	0.11019	138.1280061	ugC/g soil	6.03525756	ug N/g dry soil	0	ng N/g soil/hour	33	4.5	0.21	15.31	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.018546098	ug-N/g dry soil/day	-0.000325768	ug-N/g dry soil/day	6.561332915	ug C/g soil/day	0.12	NA
10156.4C3.fastq.gz	4C3	freshwater wetland	soil	42.3874194	-76.3046583	2.3	NA	NA	ug C/g soil/day	NA	mS/cm	387	2.85	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.26	0.4022	0.0288	0.431	1.077702093	0.277758271	1.355460364	ug N/g dry soil	0.11433	162.7150212	ugC/g soil	3.101873412	ug N/g dry soil	0	ng N/g soil/hour	21	4.5	0.19	13.51	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.374190227	ug-N/g dry soil/day	-0.000546326	ug-N/g dry soil/day	6.479303027	ug C/g soil/day	0.1	NA
10156.4C4.fastq.gz	4C4	freshwater wetland	soil	42.3874194	-76.3046583	2.55	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.13	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.31	0.6738	0.0302	0.704	1.888785172	0.281908235	2.170693406	ug N/g dry soil	0.12014	193.6898504	ugC/g soil	10.0665799	ug N/g dry soil	-2.886	ng N/g soil/hour	22	4.6	0.19	14.03	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.085101798	ug-N/g dry soil/day	0.000876917	ug-N/g dry soil/day	6.742697827	ug C/g soil/day	0.08	NA
10156.4S1.fastq.gz	4S1	freshwater wetland	soil	42.3874194	-76.3046583	1.76	NA	NA	ug C/g soil/day	NA	mS/cm	387	2.25	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.21	0.5387	0.0248	0.5634	2.446500507	0.29835372	2.744854228	ug N/g dry soil	0.10832	174.1284759	ugC/g soil	4.421669809	ug N/g dry soil	5.309	ng N/g soil/hour	16	4.42	0.17	13.73	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.15450563	ug-N/g dry soil/day	-0.000994076	ug-N/g dry soil/day	3.955261468	ug C/g soil/day	0.11	NA
10156.4S3.fastq.gz	4S3	freshwater wetland	soil	42.3874194	-76.3046583	2.27	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.01	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.34	0.8072	0.0258	0.833	12.42148709	0.312097666	12.73358476	ug N/g dry soil	0.12681	97.50857378	ugC/g soil	13.32872278	ug N/g dry soil	13.209	ng N/g soil/hour	21	4.77	0.33	14.61	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.760105819	ug-N/g dry soil/day	0.101680737	ug-N/g dry soil/day	9.646282482	ug C/g soil/day	0.07	NA
10156.4S4.fastq.gz	4S4	freshwater wetland	soil	42.3874194	-76.3046583	1.74	NA	NA	ug C/g soil/day	NA	mS/cm	387	2.32	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.23	0.8009	0.0294	0.8303	1.520486859	0.326284734	1.846771593	ug N/g dry soil	0.13176	278.6041278	ugC/g soil	2.107968697	ug N/g dry soil	5.704	ng N/g soil/hour	15	4.35	0.24	15.32	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.085341561	ug-N/g dry soil/day	-0.002157431	ug-N/g dry soil/day	7.324593282	ug C/g soil/day	0.11	NA
10156.4T1.fastq.gz	4T1	freshwater wetland	soil	42.3874194	-76.3046583	3.6	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.24	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.32	1.6042	0.0425	1.647	1.092595911	0.352450294	1.445046205	ug N/g dry soil	0.18985	401.3993886	ugC/g soil	27.49546121	ug N/g dry soil	NA	ng N/g soil/hour	24	4.65	0.16	17.76	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.143477473	ug-N/g dry soil/day	-0.001836434	ug-N/g dry soil/day	6.888416464	ug C/g soil/day	0.16	NA
10156.4T2.fastq.gz	4T2	freshwater wetland	soil	42.3874194	-76.3046583	2.21	NA	NA	ug C/g soil/day	NA	mS/cm	387	2.73	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.3	0.8757	0.031	0.9067	1.132041658	0.319785779	1.451827438	ug N/g dry soil	0.13382	281.7674076	ugC/g soil	12.56838737	ug N/g dry soil	0.753	ng N/g soil/hour	19	4.45	0.17	14.61	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.009458629	ug-N/g dry soil/day	-0.000926093	ug-N/g dry soil/day	6.913556853	ug C/g soil/day	0.06	NA
10156.4T4.fastq.gz	4T4	freshwater wetland	soil	42.3874194	-76.3046583	2.77	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.58	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.26	0.9769	0.0321	1.009	0.306662757	0.306662757	0.613325514	ug N/g dry soil	0.14351	227.8338401	ugC/g soil	10.61334038	ug N/g dry soil	21.024	ng N/g soil/hour	24	4.55	0.39	14.66	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.098472336	ug-N/g dry soil/day	0.000424169	ug-N/g dry soil/day	4.971944463	ug C/g soil/day	0.17	NA
10156.5.fastq.gz	5	freshwater wetland	soil	42.0966806	-76.4163861	3.05	0.032634674	7.258767933	ug C/g soil/day	0.114	mS/cm	406	3.98	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.38	0.63	1.2638	0.0297	1.294	20.27518646	0.372705634	20.6478921	ug N/g dry soil	0.11829	236.1726239	ugC/g soil	15.38657529	ug N/g dry soil	12.22309585	ng N/g soil/hour	38.4	5.84	0.15	10.36	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.214665192	ug-N/g dry soil/day	0.003289124	ug-N/g dry soil/day	7.258767933	ug C/g soil/day	0.16	low
10156.50.fastq.gz	50	freshwater wetland	soil	42.8012889	-75.6166139	11.02	0.053259362	21.98440879	ug C/g soil/day	0.168	mS/cm	428.9	12.4	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	14.1	1	5.5395	0.0805	5.62	85.85473068	0.472248244	86.32697892	ug N/g dry soil	0.39303	753.608346	ugC/g soil	94.26887497	ug N/g dry soil	150.3861994	ng N/g soil/hour	46.78	6.07	0.2	26.5	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-3.646171916	ug-N/g dry soil/day	1.535038226	ug-N/g dry soil/day	21.98440879	ug C/g soil/day	0.18	low
10156.51.fastq.gz	51	freshwater wetland	soil	42.385921	-76.308159	11.81	0.02174414	6.744464323	ug C/g soil/day	0.116	mS/cm	386	14.26	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-2.7	2.06	0.1886	3.6602	3.849	0.253787982	0.253787982	0.507575965	ug N/g dry soil	0.04234	107.3788669	ugC/g soil	0.585969459	ug N/g dry soil	-0.762822805	ng N/g soil/hour	123.35	8.37	0.31	11.56	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.000376131	ug-N/g dry soil/day	0.000188066	ug-N/g dry soil/day	6.744464323	ug C/g soil/day	0.08	low
10156.52.fastq.gz	52	freshwater wetland	soil	42.385921	-76.308159	10.38	0.028913918	17.82038526	ug C/g soil/day	0.295	mS/cm	386	14.52	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	0.4	3.51	1.1382	0.7942	1.932	11.18227202	0.356123313	11.53839533	ug N/g dry soil	0.15552	649.4625305	ugC/g soil	21.20964372	ug N/g dry soil	11.4462613	ng N/g soil/hour	97.32	7.68	0.4	14.92	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.726268754	ug-N/g dry soil/day	0.08250496	ug-N/g dry soil/day	17.82038526	ug C/g soil/day	0.24	low
10156.53.fastq.gz	53	freshwater wetland	soil	42.385921	-76.308159	9.5	0.032751636	8.549349939	ug C/g soil/day	0.245	mS/cm	386	11.91	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-0.22	1.91	0.633	0.5135	1.146	3.041461236	0.301134776	3.342596012	ug N/g dry soil	0.1046	439.0685588	ugC/g soil	5.149343408	ug N/g dry soil	62.02412748	ng N/g soil/hour	101.88	7.73	0.28	11.69	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.592006866	ug-N/g dry soil/day	0.806759717	ug-N/g dry soil/day	8.549349939	ug C/g soil/day	0.21	low
10156.54.fastq.gz	54	freshwater wetland	soil	42.883018	-75.953537	10.88	0.050636584	16.81495336	ug C/g soil/day	0.247	mS/cm	393	12.4	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.88	1.07	3.7923	0.0927	3.885	60.98892222	0.796802769	61.78572499	ug N/g dry soil	0.43213	794.5879698	ugC/g soil	93.81392193	ug N/g dry soil	133.3280218	ng N/g soil/hour	53.27	6.28	0.31	23.28	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.510098573	ug-N/g dry soil/day	1.958509127	ug-N/g dry soil/day	16.81495336	ug C/g soil/day	0.14	low
10156.55.fastq.gz	55	freshwater wetland	soil	42.883018	-75.953537	11.47	0.03749605	16.40833487	ug C/g soil/day	0.2	mS/cm	393	12.76	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	12.24	0.91	3.3361	0.1001	3.436	66.6622137	0.82236137	67.48457507	ug N/g dry soil	0.37879	3	ugC/g soil	103.2836792	ug N/g dry soil	8.362379267	ng N/g soil/hour	51.03	6.13	0.27	25	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.06201414	ug-N/g dry soil/day	0.612966098	ug-N/g dry soil/day	16.40833487	ug C/g soil/day	0.11	low
10156.56.A.fastq.gz	56.A	freshwater wetland	soil	42.883018	-75.953537	0.11	0.088681307	18.86169103	ug C/g soil/day	0.307	mS/cm	393	13.77	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	11.46	NA	NA	0.1069	4.17	83.03551609	0.894228635	83.92974473	ug N/g dry soil	0.45196	810.1511097	ugC/g soil	122.7991595	ug N/g dry soil	74.45155758	ng N/g soil/hour	54.59	6.3	0.33	25.23	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.317389497	ug-N/g dry soil/day	1.955536589	ug-N/g dry soil/day	18.86169103	ug C/g soil/day	NA	high
10156.56.fastq.gz	56	freshwater wetland	soil	42.883018	-75.953537	NA	NA	NA	ng N/g soil/hour	NA	mS/cm	393	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	NA	NA	NA	ug N/g dry soil	NA	NA	ugC/g soil	NA	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	NA	ug-N/g dry soil/day	NA	ug-N/g dry soil/day	NA	ug C/g soil/day	NA	NA
